,RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
49,2.0,7.377225982267e-312,7.37722598954e-312,7.377225990804e-312,7.377225989855e-312,7.377225991436e-312,7.37722599112e-312,7.37722599017e-312,7.37722599049e-312,7.3772259946e-312
50,2.0,7.377225994915e-312,7.37722599207e-312,7.377226013254e-312,7.377226031594e-312,7.37722603191e-312,7.377226030646e-312,7.37722603096e-312,7.37722603128e-312,7.377226013887e-312
51,2.0,7.37722601262e-312,7.37722601357e-312,7.37722600693e-312,7.377226011673e-312,7.37722601104e-312,7.377226011357e-312,7.37722601041e-312,7.377226010725e-312,7.3772237698e-312
52,2.0,7.377223777074e-312,7.377223775177e-312,7.37722375494e-312,7.377223780236e-312,7.37722376316e-312,7.37722377802e-312,7.377223731857e-312,7.377223730276e-312,7.377223763793e-312
53,2.0,7.3772237815e-312,7.37722374482e-312,7.37722375905e-312,7.37722374324e-312,7.377223754307e-312,7.377223763477e-312,7.37722373502e-312,7.377223731224e-312,7.377223727746e-312
54,2.0,7.377218475315e-312,7.377218460137e-312,7.37721845919e-312,7.37721845982e-312,7.377218468674e-312,7.37721847658e-312,7.37721847753e-312,7.37721845223e-312,7.37721847405e-312
55,2.0,7.377218481006e-312,7.37721845824e-312,7.37721847089e-312,7.37721846899e-312,7.37721852053e-312,7.377218464564e-312,7.37721846488e-312,7.37721846393e-312,7.377218453497e-312
56,2.0,7.37721846235e-312,7.37721846077e-312,7.377218458556e-312,7.37721845729e-312,7.3772185297e-312,7.377218519583e-312,7.377218503773e-312,7.377218514524e-312,7.377218516737e-312
57,2.0,7.377218494287e-312,7.37721850251e-312,7.377218506935e-312,7.37721850314e-312,7.37721850504e-312,7.37721851231e-312,7.377218454445e-312,7.37721849966e-312,7.3772184965e-312
58,2.0,7.377218455394e-312,7.377218471204e-312,7.37721846994e-312,7.377218472785e-312,7.377218467093e-312,7.37721846836e-312,7.377218453813e-312,7.37721845476e-312,7.377218459505e-312
59,2.0,7.377218491757e-312,7.37721849492e-312,7.377218482587e-312,7.37721846583e-312,7.377218508516e-312,7.37721847152e-312,7.37722319115e-312,7.37722315479e-312,7.37722320949e-312
60,2.0,7.377223206645e-312,7.377223169966e-312,7.37722318388e-312,7.377223205064e-312,7.377223165855e-312,7.377223217396e-312,7.377223224036e-312,7.377223174393e-312,7.37722319273e-312
61,2.0,7.377223221823e-312,7.37722317882e-312,7.37722319147e-312,7.377224418964e-312,7.377224436987e-312,7.37722437027e-312,7.37722438766e-312,7.37722443161e-312,7.377224383233e-312
62,2.0,7.3772244275e-312,7.37722436616e-312,7.37722442908e-312,7.37722436268e-312,7.377224371534e-312,7.377224380703e-312,7.37722438924e-312,7.377224386395e-312,7.377224420545e-312
63,2.0,7.37722443193e-312,7.377224416434e-312,7.37722443256e-312,7.37722442023e-312,7.377224391454e-312,7.37722441169e-312,7.377224405367e-312,7.37722441264e-312,7.377224427818e-312
64,2.0,7.377224384814e-312,7.37722436363e-312,7.377224419596e-312,7.37722439588e-312,7.37722441422e-312,7.377224406316e-312,7.37722439746e-312,7.37722443414e-312,7.37722443446e-312
65,2.0,7.37722443509e-312,7.37722442529e-312,7.37722443604e-312,7.37722441011e-312,7.37722439114e-312,7.377224424655e-312,7.377224430663e-312,7.377224437936e-312,7.377224435723e-312
66,2.0,7.377224431296e-312,7.37722443762e-312,7.37722443003e-312,7.37722443098e-312,7.377224412956e-312,7.377224430347e-312,7.377224435406e-312,7.37722442339e-312,7.377224412007e-312
67,2.0,7.37722439778e-312,7.37722442244e-312,7.3772244177e-312,7.377224418015e-312,7.377224408213e-312,7.377224396514e-312,7.37722441675e-312,7.37722444078e-312,7.37722442687e-312
68,2.0,7.377224422126e-312,7.377224429715e-312,7.37722439019e-312,7.37722441517e-312,7.37722442434e-312,7.377224408845e-312,7.377224401257e-312,7.377224439517e-312,7.37722440695e-312
69,2.0,7.377224433193e-312,7.37722439683e-312,7.377224398095e-312,7.377224385446e-312,7.37722439841e-312,7.377224389873e-312,7.37722440758e-312,7.37722439999e-312,7.377224400624e-312
70,2.0,7.37722440284e-312,7.37722439936e-312,7.37722438861e-312,7.377224394933e-312,7.377224423707e-312,7.377224403154e-312,7.37722438165e-312,7.377224393984e-312,7.3772243943e-312
71,2.0,7.377224398727e-312,7.37722439082e-312,7.377224432244e-312,7.377224410743e-312,7.3772244392e-312,7.377224413905e-312,7.37722440347e-312,7.377224392403e-312,7.377224389557e-312
72,2.0,7.377224388925e-312,7.377224385763e-312,7.37722438513e-312,7.37722438671e-312,7.377224382284e-312,7.377224436355e-312,7.37722438418e-312,7.37722439525e-312,7.37722438102e-312
73,2.0,7.37722441928e-312,7.3772244041e-312,7.37722437849e-312,7.37722436426e-312,7.37722440031e-312,7.377224428134e-312,7.37722442086e-312,7.377224399676e-312,7.37722438197e-312
74,2.0,7.37722439272e-312,7.377224417383e-312,7.37722442592e-312,7.37722440505e-312,7.377224378806e-312,7.377224414853e-312,7.377224383865e-312,7.37722441327e-312,7.377224387027e-312
75,2.0,7.377224411375e-312,7.377224421493e-312,7.377224426553e-312,7.377224374063e-312,7.37722438829e-312,7.37722442497e-312,7.37722443857e-312,7.377224393035e-312,7.377224415486e-312
76,2.0,7.377224440466e-312,7.37722440853e-312,7.37722439177e-312,7.37722444015e-312,7.37722443825e-312,7.377224433825e-312,7.377224380387e-312,7.377224437304e-312,7.377224417067e-312
77,2.0,7.377222604913e-312,7.377222606494e-312,7.37722258531e-312,7.377222609656e-312,7.377222610605e-312,7.37722261345e-312,7.377222636533e-312,7.377222628944e-312,7.37722265677e-312
78,2.0,7.3772226593e-312,7.37722264096e-312,7.377222653924e-312,7.377222592897e-312,7.37722265266e-312,7.377222591e-312,7.37722264001e-312,7.37722261187e-312,7.37722263432e-312
79,2.0,7.377222585625e-312,7.377218260613e-312,7.377218224883e-312,7.377218228045e-312,7.377218251444e-312,7.37721826504e-312,7.37721823753e-312,7.377218259665e-312,7.377218235e-312
80,2.0,7.37721822836e-312,7.37721822172e-312,7.37721822678e-312,7.377218222985e-312,7.377222348473e-312,7.3772223978e-312,7.377222415824e-312,7.37722241266e-312,7.377222409184e-312
81,2.0,7.37722235638e-312,7.377222351003e-312,7.37722239685e-312,7.37722234689e-312,7.37722234626e-312,7.37722233804e-312,7.37722239211e-312,7.377222388e-312,7.377222382307e-312
82,2.0,7.37722236049e-312,7.377222377564e-312,7.37718072269e-312,7.377180721743e-312,7.377180719213e-312,7.377180715103e-312,7.377180727434e-312,7.37718071131e-312,7.3771807287e-312
83,2.0,7.37718070878e-312,7.377180721427e-312,7.37722216634e-312,7.377222171716e-312,7.377222100887e-312,7.377222141993e-312,7.37722215717e-312,7.377222128713e-312,7.37722209551e-312
84,2.0,7.377222114167e-312,7.377222126815e-312,7.377222156855e-312,7.377222131875e-312,7.377222150847e-312,7.37722214136e-312,7.377222144207e-312,7.377222139464e-312,7.37722213314e-312
85,2.0,7.377222113535e-312,7.37722209488e-312,7.37722209393e-312,7.377222115116e-312,7.37722211164e-312,7.377222104365e-312,7.37722210879e-312,7.37722209994e-312,7.377222097725e-312
86,2.0,7.37722215211e-312,7.377222170135e-312,7.377222143574e-312,7.37722216982e-312,7.3772221363e-312,7.37722212903e-312,7.37722212808e-312,7.377222096144e-312,7.377222154957e-312
87,2.0,7.377222147685e-312,7.377222132823e-312,7.37722209899e-312,7.37718108158e-312,7.377181122687e-312,7.3771811132e-312,7.37718108095e-312,7.377181083794e-312,7.377181104347e-312
88,2.0,7.37718113312e-312,7.37718109012e-312,7.377181092964e-312,7.377181119525e-312,7.37718111573e-312,7.37718107336e-312,7.377181088537e-312,7.377181110988e-312,7.377181108774e-312
89,2.0,7.377181067984e-312,7.377181106877e-312,7.377181092015e-312,7.37718109265e-312,7.37718105407e-312,7.37718108822e-312,7.377181110355e-312,7.37718109929e-312,7.377181106244e-312
90,2.0,7.37718108316e-312,7.37718106071e-312,7.377181093913e-312,7.377181098656e-312,7.3771811015e-312,7.377216199293e-312,7.37721619771e-312,7.37721624609e-312,7.3772162502e-312
91,2.0,7.3772162072e-312,7.37721620024e-312,7.37721620435e-312,7.37721620277e-312,7.377216195814e-312,7.377216212573e-312,7.377216196447e-312,7.377216200874e-312,7.37721619961e-312
92,2.0,7.37721620214e-312,7.37721620688e-312,7.377216191387e-312,7.377216200557e-312,7.37721621795e-312,7.37721619265e-312,7.377216193285e-312,7.377216245774e-312,7.37721625842e-312
93,2.0,7.37721622617e-312,7.37721621858e-312,7.37721621289e-312,7.37721621384e-312,7.377216198976e-312,7.377216255893e-312,7.377216244193e-312,7.377216253995e-312,7.377216188225e-312
94,2.0,7.377216198344e-312,7.37721620625e-312,7.377216208146e-312,7.3772162268e-312,7.377216229964e-312,7.377216229016e-312,7.377216228383e-312,7.37721622965e-312,7.3772162053e-312
95,2.0,7.3772162287e-312,7.37721619518e-312,7.37721624514e-312,7.377216248304e-312,7.37721624799e-312,7.377216248936e-312,7.37721624767e-312,7.377216246723e-312,7.37721624704e-312
96,2.0,7.37721625526e-312,7.377216252414e-312,7.37721620119e-312,7.377216262533e-312,7.37721619708e-312,7.377216265063e-312,7.37721622459e-312,7.377216225853e-312,7.37721624356e-312
97,2.0,7.377216211624e-312,7.37721623028e-312,7.37721626348e-312,7.377216207514e-312,7.377216217e-312,7.37721623945e-312,7.37721624451e-312,7.37721623787e-312,7.377216221427e-312
98,2.0,7.377216216684e-312,7.377216240715e-312,7.37721622048e-312,7.377216241664e-312,7.37721624261e-312,7.37721624103e-312,7.37721619455e-312,7.377216219846e-312,7.37721624293e-312
99,2.0,7.37721621763e-312,7.3772162385e-312,7.377216237237e-312,7.377216250833e-312,7.377216244826e-312,7.377216193917e-312,7.3772162404e-312,7.37721624198e-312,7.377216225537e-312
100,2.0,7.37721626032e-312,7.377216257157e-312,7.37721621542e-312,7.377216205617e-312,7.377216260636e-312,7.37721621605e-312,7.377216239766e-312,7.377216243877e-312,7.37721622775e-312
101,2.0,7.37721620182e-312,7.377216253047e-312,7.37721622522e-312,7.377216206565e-312,7.377216187593e-312,7.37721618633e-312,7.37721620372e-312,7.37721622111e-312,7.377216189806e-312
102,2.0,7.37721624862e-312,7.37721625684e-312,7.37721625431e-312,7.377216226486e-312,7.3772162619e-312,7.377216264114e-312,7.377216260003e-312,7.377216239134e-312,7.37721620846e-312
103,2.0,7.377216263165e-312,7.377216236604e-312,7.377216240083e-312,7.37721618886e-312,7.37721621194e-312,7.37721619202e-312,7.377226302263e-312,7.37722630258e-312,7.37722622258e-312
104,2.0,7.377226225426e-312,7.377226224794e-312,7.377226227007e-312,7.377226227323e-312,7.377226229537e-312,7.377226231434e-312,7.377226257995e-312,7.37722623491e-312,7.37722623523e-312
105,2.0,7.37722623586e-312,7.377226236177e-312,7.377226236493e-312,7.37722623681e-312,7.377226239655e-312,7.37722623934e-312,7.37722623997e-312,7.377226240287e-312,7.377226240604e-312
106,2.0,7.37722624155e-312,7.377226241236e-312,7.37722624187e-312,7.3772262425e-312,7.377226242185e-312,7.377226243133e-312,7.377226242817e-312,7.37722624345e-312,7.377226243766e-312
107,2.0,7.3772262444e-312,7.377226244714e-312,7.37722624503e-312,7.377226245347e-312,7.37722624598e-312,7.377226245663e-312,7.377226246295e-312,7.37722624693e-312,7.37722624661e-312
108,2.0,7.37722624756e-312,7.377226248193e-312,7.377226247876e-312,7.37722624851e-312,7.377226248825e-312,7.37722624914e-312,7.377226249457e-312,7.377226249774e-312,7.37722625009e-312
109,2.0,7.37722625072e-312,7.37722625104e-312,7.377226251355e-312,7.37722625167e-312,7.377226252303e-312,7.377226251987e-312,7.37722625262e-312,7.377226252936e-312,7.37722625325e-312
110,2.0,7.377226253884e-312,7.3772262542e-312,7.377226254833e-312,7.377226254517e-312,7.377226255465e-312,7.37722625515e-312,7.37722625578e-312,7.3772262561e-312,7.377226256414e-312
111,2.0,7.37722625673e-312,7.37722625736e-312,7.37722625768e-312,7.37722623428e-312,7.377226234596e-312,7.377226233963e-312,7.37722622859e-312,7.37722622827e-312,7.377226233647e-312
112,2.0,7.377226238074e-312,7.37722623839e-312,7.377226238706e-312,7.37722623776e-312,7.37722623744e-312,7.377226237125e-312,7.37722623333e-312,7.377226233015e-312,7.3772262327e-312
113,2.0,7.37722623175e-312,7.377226228904e-312,7.3772262308e-312,7.377226229853e-312,7.377226230485e-312,7.37722623017e-312,7.37722622922e-312,7.377226227956e-312,7.37722622764e-312
114,2.0,7.37722622574e-312,7.377226226375e-312,7.37722622606e-312,7.37722622511e-312,7.377226224477e-312,7.37722622416e-312,7.377226223845e-312,7.37722622353e-312,7.377226222264e-312
115,2.0,7.377226223213e-312,7.37722625831e-312,7.377226258627e-312,7.377226258943e-312,7.37722625926e-312,7.377226259576e-312,7.37722625989e-312,7.37722626021e-312,7.377226260524e-312
116,2.0,7.377226261157e-312,7.377226261473e-312,7.37722626179e-312,7.377226262105e-312,7.37722626242e-312,7.37722626274e-312,7.377226263054e-312,7.37722626337e-312,7.377226263686e-312
117,2.0,7.37722626432e-312,7.377226264635e-312,7.37722626495e-312,7.377226265267e-312,7.377226265584e-312,7.3772262659e-312,7.377226266216e-312,7.37722626653e-312,7.37722626685e-312
118,2.0,7.37722626748e-312,7.377226267797e-312,7.377226268113e-312,7.37722626843e-312,7.377226268746e-312,7.37722626906e-312,7.37722626938e-312,7.377226269694e-312,7.37722627001e-312
119,2.0,7.377226270643e-312,7.37722627096e-312,7.377226271275e-312,7.37722627159e-312,7.37722627191e-312,7.377226272224e-312,7.37722627254e-312,7.377226272856e-312,7.37722627317e-312
120,2.0,7.377226273805e-312,7.37722627412e-312,7.377226274437e-312,7.377226274753e-312,7.37722627507e-312,7.377226275386e-312,7.3772262757e-312,7.37722627602e-312,7.377226276334e-312
121,2.0,7.377226276967e-312,7.377226277283e-312,7.3772262776e-312,7.377226277915e-312,7.37722627823e-312,7.37722627855e-312,7.377226278864e-312,7.37722627918e-312,7.377226279497e-312
122,2.0,7.37722628013e-312,7.377226280445e-312,7.37722628076e-312,7.377226281078e-312,7.377226281394e-312,7.37722628171e-312,7.377226282026e-312,7.37722628234e-312,7.37722628266e-312
123,2.0,7.37722628329e-312,7.377226283607e-312,7.377226283923e-312,7.37722628424e-312,7.377226284556e-312,7.37722628487e-312,7.37722628519e-312,7.377226285504e-312,7.37722628582e-312
124,2.0,7.377226286453e-312,7.37722628677e-312,7.377226287085e-312,7.3772262874e-312,7.37722628772e-312,7.377226288034e-312,7.37722628835e-312,7.377226288666e-312,7.377226288983e-312
125,2.0,7.377226289615e-312,7.37722628993e-312,7.377226290247e-312,7.377226290564e-312,7.37722629088e-312,7.377226291196e-312,7.37722629151e-312,7.37722629183e-312,7.377226292145e-312
126,2.0,7.377226292777e-312,7.377226293093e-312,7.37722629341e-312,7.377226293726e-312,7.37722629404e-312,7.37722629436e-312,7.377226294674e-312,7.37722629499e-312,7.377226295307e-312
127,2.0,7.37722629594e-312,7.377226296255e-312,7.37722629657e-312,7.37722629689e-312,7.377226297204e-312,7.37722629752e-312,7.377226297836e-312,7.37722629815e-312,7.37722629847e-312
128,2.0,7.3772262991e-312,7.377226299417e-312,7.377226299733e-312,7.37722630005e-312,7.377226300366e-312,7.37722630068e-312,7.377226301e-312,7.377226301314e-312,7.37722630163e-312
129,2.0,7.37705173662e-312,7.37705175559e-312,7.37705177456e-312,7.377051752744e-312,7.37705171828e-312,7.377051732823e-312,7.37705172397e-312,7.377051774246e-312,7.377051741993e-312
130,2.0,7.377051707527e-312,7.37705171543e-312,7.377051746104e-312,7.37705174547e-312,7.37705171891e-312,7.377051760965e-312,7.377051712586e-312,7.377051739463e-312,7.37705170626e-312
131,2.0,7.37705170721e-312,7.37705177899e-312,7.377051722705e-312,7.377051715116e-312,7.37705173788e-312,7.37566663172e-312,7.37566663109e-312,7.37566664342e-312,7.37704913143e-312
132,2.0,7.377049141864e-312,7.37704918297e-312,7.377049166844e-312,7.377181459126e-312,7.3771815113e-312,7.37704991403e-312,7.377049840354e-312,7.377049866283e-312,7.377049857745e-312
133,2.0,7.377049856164e-312,7.377049850473e-312,7.377049910235e-312,7.377049850156e-312,7.377049858694e-312,7.37704988336e-312,7.377049907073e-312,7.37704991245e-312,7.37704983909e-312
134,2.0,7.37718121913e-312,7.37718123336e-312,7.37704965158e-312,7.37704960858e-312,7.37704965348e-312,7.37704965664e-312,7.3770496149e-312,7.37704966233e-312,7.37721225056e-312
135,2.0,7.37566743772e-312,7.37566743962e-312,7.375667440566e-312,7.37566743266e-312,7.375667436456e-312,7.377180581665e-312,7.377180614234e-312,7.37718061771e-312,7.377180636684e-312
136,2.0,7.377180642376e-312,7.37718059463e-312,7.37718058704e-312,7.37718063637e-312,7.37718064712e-312,7.37718063352e-312,7.377180620874e-312,7.377180646803e-312,7.37718063447e-312
137,2.0,7.377180637317e-312,7.37718061613e-312,7.377180634787e-312,7.377180577555e-312,7.377180611705e-312,7.377180612653e-312,7.377180610756e-312,7.377180625934e-312,7.377180609807e-312
138,2.0,7.377217021734e-312,7.37721706948e-312,7.377217008137e-312,7.377217004975e-312,7.377217035014e-312,7.37721706537e-312,7.377217074223e-312,7.37721702205e-312,7.37721704102e-312
139,2.0,7.377217019837e-312,7.377217000865e-312,7.37721700782e-312,7.37721703122e-312,7.377217035647e-312,7.377217023315e-312,7.37721702869e-312,7.377216995173e-312,7.37721700213e-312
140,2.0,7.377217001497e-312,7.377217030904e-312,7.377216994857e-312,7.3772169996e-312,7.3772170113e-312,7.37721703691e-312,7.37721700118e-312,7.37721700308e-312,7.377216998967e-312
141,2.0,7.37721701225e-312,7.377217004027e-312,7.37721701288e-312,7.377217010983e-312,7.377217012564e-312,7.377217008453e-312,7.377217014145e-312,7.37721701446e-312,7.37721703533e-312
142,2.0,7.37721703027e-312,7.37721703438e-312,7.37721703723e-312,7.37721704292e-312,7.377217040074e-312,7.37721704545e-312,7.377217040706e-312,7.37721704134e-312,7.37721701889e-312
143,2.0,7.37721703375e-312,7.37721701636e-312,7.377217037544e-312,7.37721702774e-312,7.37721705272e-312,7.37721705304e-312,7.377217032485e-312,7.37721705367e-312,7.377217053354e-312
144,2.0,7.37721705683e-312,7.37721701035e-312,7.37721705778e-312,7.377217047346e-312,7.377217063156e-312,7.377217043236e-312,7.377217051773e-312,7.377217046714e-312,7.377217028374e-312
145,2.0,7.37721704355e-312,7.37721702711e-312,7.377217073275e-312,7.377217052406e-312,7.377217054303e-312,7.377217070113e-312,7.377217020785e-312,7.37721704703e-312,7.37721705209e-312
146,2.0,7.37721706885e-312,7.377217073907e-312,7.37721706853e-312,7.37721702047e-312,7.37721706189e-312,7.37721707359e-312,7.37721706632e-312,7.377217065054e-312,7.377217033117e-312
147,2.0,7.377217059994e-312,7.377217065686e-312,7.3772170347e-312,7.377217067267e-312,7.377217060627e-312,7.37721707201e-312,7.377217058097e-312,7.377217067583e-312,7.37721707296e-312
148,2.0,7.377217072642e-312,7.377217036595e-312,7.377216999284e-312,7.377217029323e-312,7.377217045133e-312,7.37721703944e-312,7.37721700529e-312,7.37721702616e-312,7.37721705715e-312
149,2.0,7.377217039757e-312,7.377217019204e-312,7.37721706442e-312,7.37721706126e-312,7.377217022683e-312,7.377217057465e-312,7.377217062524e-312,7.37721707138e-312,7.377217041655e-312
150,2.0,7.377217034066e-312,7.37721706379e-312,7.377217066635e-312,7.377217023e-312,7.37721700371e-312,7.37721715043e-312,7.37721708466e-312,7.377217140626e-312,7.377217085923e-312
151,2.0,7.37721714853e-312,7.3772171343e-312,7.37721713778e-312,7.377217120073e-312,7.377217090666e-312,7.37721709604e-312,7.377217098887e-312,7.37721709952e-312,7.377217147266e-312
152,2.0,7.377217117227e-312,7.377217110587e-312,7.37721708529e-312,7.377217117543e-312,7.377217120705e-312,7.37721709794e-312,7.37721712102e-312,7.37721711217e-312,7.37721711691e-312
153,2.0,7.377217109954e-312,7.377217125764e-312,7.37721711786e-312,7.377217154223e-312,7.377217112484e-312,7.377217138096e-312,7.37721711849e-312,7.377217154855e-312,7.377217145685e-312
154,2.0,7.37721714948e-312,7.377217155487e-312,7.37721715201e-312,7.377217085607e-312,7.37721714632e-312,7.37721713683e-312,7.377217113433e-312,7.377217148215e-312,7.37721713367e-312
155,2.0,7.37721715454e-312,7.377217153274e-312,7.37721712292e-312,7.377217114065e-312,7.377217142523e-312,7.37721713462e-312,7.37721714695e-312,7.377217143156e-312,7.377217149796e-312
156,2.0,7.37721713272e-312,7.37721712513e-312,7.37721713715e-312,7.3772171479e-312,7.3772171245e-312,7.37721714347e-312,7.377217151377e-312,7.37721711944e-312,7.377217127345e-312
157,2.0,7.377217114697e-312,7.37721712608e-312,7.37721714126e-312,7.377217133353e-312,7.37721708624e-312,7.37721714379e-312,7.377217088136e-312,7.37721711533e-312,7.37721708181e-312
158,2.0,7.377217144737e-312,7.377217146e-312,7.377217089717e-312,7.377053644264e-312,7.37705367114e-312,7.377053644897e-312,7.37705292048e-312,7.37705294514e-312,7.377052960636e-312
159,2.0,7.377052963165e-312,7.377052954944e-312,7.377052932177e-312,7.37705292459e-312,7.377052921426e-312,7.377052980556e-312,7.37705299289e-312,7.37705298688e-312,7.37705296791e-312
160,2.0,7.37705294356e-312,7.3770529268e-312,7.377052942296e-312,7.377217589317e-312,7.37721756339e-312,7.377217613664e-312,7.37721763833e-312,7.377217593743e-312,7.377217590265e-312
161,2.0,7.377217565285e-312,7.37721757825e-312,7.3772175675e-312,7.377217596273e-312,7.377217586787e-312,7.377217595324e-312,7.37721758647e-312,7.377217574455e-312,7.37721758837e-312
162,2.0,7.377217589e-312,7.37721756086e-312,7.377217564653e-312,7.3772175656e-312,7.37721757477e-312,7.377217562123e-312,7.377217562756e-312,7.377217575404e-312,7.377217584257e-312
163,2.0,7.37721756718e-312,7.377217576985e-312,7.377217577617e-312,7.37721757414e-312,7.37721757319e-312,7.37721759659e-312,7.377217564337e-312,7.377217581095e-312,7.377217608605e-312
164,2.0,7.37721759058e-312,7.377217578566e-312,7.377217582044e-312,7.37721760133e-312,7.377217600067e-312,7.377217580147e-312,7.3772175909e-312,7.37721757667e-312,7.377217601016e-312
165,2.0,7.377217588684e-312,7.37721760165e-312,7.377217583625e-312,7.37721758236e-312,7.37721760481e-312,7.377217575087e-312,7.37721760418e-312,7.37721758552e-312,7.37721760829e-312
166,2.0,7.37721759975e-312,7.377217587103e-312,7.37721758805e-312,7.377217637063e-312,7.377217607972e-312,7.37721760228e-312,7.37721757572e-312,7.377217589633e-312,7.3772176105e-312
167,2.0,7.37721762062e-312,7.377217612716e-312,7.37721758995e-312,7.377217619356e-312,7.37721762315e-312,7.3772176007e-312,7.37721761082e-312,7.377217628526e-312,7.37721761904e-312
168,2.0,7.37721761967e-312,7.377217623466e-312,7.37721759501e-312,7.377217625047e-312,7.377217625364e-312,7.37721759564e-312,7.37721759469e-312,7.377217624415e-312,7.377217611767e-312
169,2.0,7.377217618723e-312,7.37721763327e-312,7.37721763738e-312,7.37721756813e-312,7.37721758742e-312,7.377217633585e-312,7.37721760734e-312,7.377217637695e-312,7.3772176339e-312
170,2.0,7.377217630423e-312,7.37721764054e-312,7.377217630107e-312,7.377217601965e-312,7.377217639593e-312,7.37721759153e-312,7.377217614613e-312,7.37721761398e-312,7.37721762884e-312
171,2.0,7.37721762979e-312,7.37721763643e-312,7.377217635166e-312,7.3772176241e-312,7.377217607656e-312,7.37721763548e-312,7.377217611135e-312,7.377217586155e-312,7.377217600384e-312
172,2.0,7.377217640857e-312,7.377217620937e-312,7.37721762916e-312,7.377217623783e-312,7.377217580463e-312,7.377217595957e-312,7.377217610186e-312,7.377217622834e-312,7.37721760892e-312
173,2.0,7.377217626945e-312,7.37721761493e-312,7.377217594376e-312,7.377217636114e-312,7.377217614297e-312,7.377217627577e-312,7.37721759311e-312,7.377211542585e-312,7.37721156282e-312
174,2.0,7.377211546064e-312,7.377211522665e-312,7.37721153626e-312,7.377211557447e-312,7.37721154638e-312,7.3772115448e-312,7.37721151571e-312,7.37721151318e-312,7.377211510333e-312
175,2.0,7.37721156219e-312,7.37693443073e-312,7.376934430097e-312,7.377216817784e-312,7.37721678806e-312,7.37721677826e-312,7.377216830116e-312,7.37721678648e-312,7.37721682474e-312
176,2.0,7.377216758654e-312,7.37721682569e-312,7.377216754227e-312,7.37721676245e-312,7.377216800076e-312,7.37721681873e-312,7.37721677636e-312,7.37721680893e-312,7.37721680956e-312
177,2.0,7.377216755176e-312,7.37721677984e-312,7.377216779207e-312,7.377216771934e-312,7.37721680071e-312,7.377216777626e-312,7.377216801974e-312,7.377216786796e-312,7.377216767824e-312
178,2.0,7.37721677162e-312,7.37721681905e-312,7.37721683075e-312,7.377216814305e-312,7.37721680577e-312,7.37721682379e-312,7.37721683138e-312,7.37721678711e-312,7.37721677573e-312
179,2.0,7.377216787744e-312,7.377216778575e-312,7.37721675486e-312,7.37721679407e-312,7.37721679818e-312,7.377216805136e-312,7.377216813673e-312,7.3772167615e-312,7.37721681241e-312
180,2.0,7.37721679565e-312,7.37721680545e-312,7.377216812724e-312,7.377216826637e-312,7.377216776994e-312,7.37721678237e-312,7.377216785847e-312,7.37721678047e-312,7.3772168181e-312
181,2.0,7.3772167713e-312,7.377216792804e-312,7.377216762765e-312,7.377216826954e-312,7.377216779523e-312,7.37721675391e-312,7.37721676308e-312,7.377216781737e-312,7.37721678743e-312
