RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,Type
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17504672897196263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.444906542056075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7803738317757007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.684532710280374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05700934579439253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5183654205607477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.407850467289718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95696261682243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4970560747663551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.65093457943925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
